Area,Timestamp,Lat,Lon,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class
Dakshineswar,2023-02-17,27.1364448,88.3931153,,18.58333,6.241667,288,4.333333,2.8,100.8333,404.1667,no
Dakshineswar,2023-02-18,26.068236,81.061666,20.6667,7.775,7.87,281.25,3.825,0.84833,5300,7775.0,yes
Dakshineswar,2023-02-19,12.1199769,76.6800929,26.6666667,5.76666667,7.56666667,276.583333,1.91666667,0.42583333,1600,1600.0,yes
Dakshineswar,2023-02-20,22.6636967,87.7468071,27.8636,7.12727,7.72455,257.436,2.32727,0.29636,72818.2,332818.0,yes
Dakshineswar,2023-02-21,,,26.0,7.0,7.0,869,0.62,,,,yes
Dakshineswar,2023-02-22,21.2341558,73.5785522,27.5,7.0,7.7,351.5,1.5,0.1,2215,3170.0,yes
Dakshineswar,2023-02-23,11.786442,75.572791,25.875,6.475,6.75,58.25,0.47,0.24,303.25,1026.0,yes
Dakshineswar,2023-02-24,16.015906,75.705594,28.1818182,5.29909091,8.02545455,1192.72727,1.08954545,9.35818182,294.363636,612.090909,no
Dakshineswar,2023-02-25,23.470966,88.556531,28.0,7.4,7.4,636,0.18,,,0.07,yes
Dakshineswar,2023-02-26,20.5391679,85.915121,27.8333333,7.30833333,7.96583333,215.833333,1.675,0.63279558,2780.83333,5163.16667,yes
Dakshineswar,2023-02-27,12.1199769,76.6800929,26.75,7.375,8.0,294.75,1.0,0.3575,1600,1600.0,yes
Dakshineswar,2023-02-28,24.594476,84.099966,23.0,7.4,7.4,548,,,11,0.9,yes
Dakshineswar,2023-03-01,26.23453,81.240869,20.9,7.68889,7.82,261.4,3.75,0.844,4980,7510.0,yes
Dakshineswar,2023-03-02,31.1994153,77.745655,12.4091,9.46364,7.41818,48.5818,0.33636,0.11964,2,14.6667,yes
Dakshineswar,2023-03-03,25.594095,85.137565,22.0,7.2,7.2,607,,,2,0.8,yes
Dakshineswar,2023-03-04,21.7646309,87.1551248,22.4166667,7.7,7.98333333,248.909091,1.49166667,0.25312738,2923.33333,7300.0,yes
Dakshineswar,2023-03-05,28.5902107,77.2499367,23.7273,0.81818,7.77273,1153.91,15.4545,1.38,42000000,250000000.0,yes
Dakshineswar,2023-03-06,22.0666742,88.0698118,27.75,6.15833,7.56917,7398,2.4375,0.31583,361250,1578750.0,yes
Dakshineswar,2023-03-07,25.416675,86.129379,25.5,7.8,7.8,952,,,18,0.4,yes
Dakshineswar,2023-03-08,16.506174,80.648015,28.4166667,6.075,7.85833333,655.25,0.54166667,0.1825,4.66666667,2191.66667,yes
Dakshineswar,2023-03-09,18.477576,73.160636,28.9166667,7.15,7.86666667,77.3208333,3.16666667,0.42280833,163.75,282.083333,yes
Dakshineswar,2023-03-10,31.940009,75.247906,14.0,8.0,8.0,167,0.7,0.7,10,50.0,yes
Dakshineswar,2023-03-11,17.934009,73.665026,20.375,5.58916667,7.7875,140.919167,3.86666667,1.73,87.5833333,681.25,yes
Dakshineswar,2023-03-12,16.5061743,80.6480153,30.0,7.3,7.3,1631,0.2,2,700,0.83,yes
Dakshineswar,2023-03-13,23.2645399,88.4380966,28.75,4.8,7.58333,449.5,2.43333,0.41333,32916.7,49000.0,yes
Dakshineswar,2023-03-14,18.838184,73.092617,27.2,6.93,7.48,142.783,3.42,0.54473,148.5,307.0,yes
Dakshineswar,2023-03-15,26.4871515,74.5540177,22.4090909,4.834,7.94818182,434.545455,4.39454545,0.24363636,4.65454545,43.8181818,yes
Dakshineswar,2023-03-16,28.2088218,76.8445999,30.0,8.5,8.5,1015,1.03,3,6,0.64,no
Dakshineswar,2023-03-17,22.744108,77.736967,37.0,8.025,8.172,298.5,2.06,1.0266,6,631.4,no
Dakshineswar,2023-03-18,11.3749976,77.7509302,26.6666667,6.74166667,7.89583333,424.75,1.24833333,0.20025,306.666667,542.5,yes
Dakshineswar,2023-03-19,27.4728327,94.911962,22.5,4.675,6.8,57,1.725,0.1275,,560.0,yes
Dakshineswar,2023-03-20,11.5087638,78.0673326,28.9166667,7.375,8.15083333,726.833333,1.155,0.22225,160.833333,322.5,no
Dakshineswar,2023-03-21,21.1616527,73.7946402,30.6666667,5.84444444,7.66444444,487.111111,5.18888889,2.75388889,18.6,39.2,yes
Dakshineswar,2023-03-22,15.374478,73.872445,29.0,5.9,5.9,185,0.36,,17,,no
Dakshineswar,2023-03-23,17.0005383,81.8040344,25.5916667,6.30833333,7.5675,307.25,1.33333333,1.89666667,3.08333333,793.25,yes
Dakshineswar,2023-03-24,25.849981,80.89865,27.0,7.2,7.2,1330,6.33,,,0.42,yes
Dakshineswar,2023-03-25,26.993203,88.265736,19.2,8.5,7.295,91.2,2.515,0.173,6810,10320.0,yes
Dakshineswar,2023-03-26,12.950871,77.577718,28.9166667,7.28333333,8.195,,3.0,0.37808333,1585.83333,4753.33333,no
Dakshineswar,2023-03-27,8.9591853,76.57772,27.7,5.325,7.5,20434.25,2.525,1.2225,170,467.5,yes
Dakshineswar,2023-03-28,19.314356,73.179349,28.1818182,7.09090909,7.90909091,107.573636,3.29090909,0.42233,65.3636364,137.272727,yes
Dakshineswar,2023-03-29,16.942147,74.673783,23.5,8.0,8.0,4306,4.28,3,105,,yes
Dakshineswar,2023-03-30,15.383933,73.873515,29.5,6.3,6.3,202,0.06,,80,,no
Dakshineswar,2023-03-31,22.066674,88.069812,31.5,7.7,7.7,8600,0.07,,,0.26,yes
Dakshineswar,2023-04-01,18.531356,73.938195,,8.0,8.0,813,2.17,,,0.52,yes
Dakshineswar,2023-04-02,21.4668716,83.9811664,26.5833333,6.825,7.765,238.466667,2.47675,0.50533933,26925,45191.6667,yes
Dakshineswar,2023-04-03,14.519589,75.800586,26.1833333,6.685,7.48916667,360,2.85833333,1.6375,60,265.0,yes
Dakshineswar,2023-04-04,29.443817,75.670265,24.5,8.0,8.0,438,3.24,40,90,,yes
Dakshineswar,2023-04-05,31.044559,76.70479,24.0,9.0,8.0,622,2.0,0.8,23,75.0,yes
Dakshineswar,2023-04-06,30.6101649,77.4583652,23.0454545,7.56363636,7.77363636,514.090909,1.58181818,0.4585,13.5454545,25.5454545,yes
Dakshineswar,2023-04-07,15.424376,76.529893,28.4,7.16,8.044,,2.29,0.2595,3530,7400.0,no
Dakshineswar,2023-04-08,29.4726817,77.7085091,,,7.86667,460.667,2.66667,2.44,9500,141500.0,yes
Dakshineswar,2023-04-09,25.213929,84.989555,24.3,7.9,7.9,581,,,12,0.8,yes
Dakshineswar,2023-04-10,24.5593375,93.8146526,21.5,5.475,7.2,342.1,1.485,,,30.0,yes
Dakshineswar,2023-04-11,25.5940947,25.5940947,24.1111,8.38889,8.25889,334.222,2.92222,1.71167,9000,23111.1,no
Dakshineswar,2023-04-12,25.5787726,91.8932535,19.0,6.925,7.15833333,238.916667,7.275,0.9825,2691.66667,3525.0,yes
Dakshineswar,2023-04-13,13.092476,80.157007,29.0,5.8,5.8,194,0.35,,4,,no
Dakshineswar,2023-04-14,18.884244,73.163172,26.9166667,6.8,7.35833333,128.633333,3.24166667,0.86331667,51.4166667,132.916667,yes
Dakshineswar,2023-04-15,15.243091,74.141403,25.6666667,7.3,6.18083333,113.091667,1.225,0.32833333,9,137.272727,no
Dakshineswar,2023-04-16,47.351943,19.633621,14.0,9.0,8.0,96,0.2,0.5,62,606.0,yes
Dakshineswar,2023-04-17,19.685549,74.619547,,7.4,7.4,808,6.05,,,0.61,yes
Dakshineswar,2023-04-18,11.120298,76.119968,28.5,6.3,6.3,174,4.715,190,340,,no
Dakshineswar,2023-04-19,26.8016678,75.681929,28.35,3.03056,7.981,1547,12.4978,0.516,7.6,278.4,yes
Dakshineswar,2023-04-20,20.527934,76.185667,21.8888889,5.24222222,7.94222222,791.333333,6.26444444,2.14766667,136.666667,345.555556,yes
Dakshineswar,2023-04-21,26.9826098,94.6424521,23.5,7.2,7.175,150,1.6,0.1525,90,1002.75,yes
Dakshineswar,2023-04-22,24.7742245,93.9337378,24.0,5.7,7.1,464.45,2.1,,,30.0,yes
Dakshineswar,2023-04-23,24.076836,75.069295,26.5833333,7.325,7.55833333,422.75,2.5,0.9295,,,yes
Dakshineswar,2023-04-24,20.462521,85.88299,27.5,7.4,7.4,469,5.26,2,2,0.05,yes
Dakshineswar,2023-04-25,23.5024937,77.134135,27.5,8.38333,7.61667,341.5,2.13333,,,,yes
Dakshineswar,2023-04-26,26.8391734,94.2458905,23.75,6.35,7.058333,151,1.516667,0.1225,123.6364,780.0909,yes
Dakshineswar,2023-04-27,26.468279,74.635422,23.0,7.6,7.6,1210,1.38,6,80,0.42,yes
Dakshineswar,2023-04-28,12.3009419,76.2884592,26.5,4.475,7.55,502.25,3.0,0.73625,1600,1600.0,yes
Dakshineswar,2023-04-29,11.334237,76.029521,28.0,7.45,7.175,52,0.625,0.1525,285,900.0,yes
Dakshineswar,2023-04-30,25.5504086,85.118166,24.5556,7.34444,7.79111,413.222,2.72222,1.71167,1588.89,3666.67,yes
Dakshineswar,2023-05-01,27.2914168,88.5915536,,22.41667,6.35,277,3.616667,2.541667,47.58333,171.6667,no
Dakshineswar,2023-05-02,28.9844618,77.7064136,19.8182,1.54,7.24545,568.364,16.4,0.65091,119364,174545.0,yes
Dakshineswar,2023-05-03,23.17405,88.563935,28.0,7.3,7.3,617,0.07,,,0.06,yes
Dakshineswar,2023-05-04,23.523831,74.426892,27.0,8.2,8.2,900,0.92,3,7,0.93,no
Dakshineswar,2023-05-05,24.8332708,92.7789053,12.575,7.1,7.175,145,2.775,0.1425,220,1373.333,yes
Dakshineswar,2023-05-06,23.164543,87.062426,28.0455,5.6,7.52455,523,4.20182,0.96755,15940,44700.0,yes
Dakshineswar,2023-05-07,17.371474,78.569502,26.75,,7.65083333,1355.4,109.7,16.505,1180,1600.0,yes
Dakshineswar,2023-05-08,30.994695,78.93984,5.5,8.45,7.91,95,,0.15,,,yes
Dakshineswar,2023-05-09,30.3145239,77.5831653,20.6,9.06364,7.80909,272.636,1.42857,1.38,31218,133350.0,yes
Dakshineswar,2023-05-10,22.4639737,84.429396,23.3666667,7.5,7.30833333,,2.0,,,,yes
Dakshineswar,2023-05-11,17.9689008,79.5940544,26.5,6.825,7.895,337.7,1.73333333,0.23,98.4,1196.0,yes
Dakshineswar,2023-05-12,,,26.0,6.9,6.9,987,2.83,,,,yes
Dakshineswar,2023-05-13,24.7326006,92.8888911,15.8,7.3,7.225,94,3.75,0.1075,303.3333,886.6667,yes
Dakshineswar,2023-05-14,9.589686,76.563273,26.2,6.4,6.4,157,2.585,205,320,,no
Dakshineswar,2023-05-15,21.2900223,72.935102,27.5,7.2,7.7,534.5,2.0,0.3,565.8,1907.5,yes
Dakshineswar,2023-05-16,10.349015,76.242119,27.75,6.175,6.55,44.25,0.725,0.205,715,1630.0,yes
Dakshineswar,2023-05-17,21.237804,79.112513,21.0,8.1,8.1,1650,8.78,37,83,0.91,no
Dakshineswar,2023-05-18,19.8046625,85.8188867,27.6666667,12.2833333,8.13833333,715.483333,6.42083333,6.8596575,4104.16667,9031.66667,no
Dakshineswar,2023-05-19,30.965917,76.523023,21.0,7.0,7.0,336,3.3,3.3,637,9000.0,yes
Dakshineswar,2023-05-20,18.414521,73.194728,28.1666667,5.90833333,7.79166667,33259.25,6.83333333,1.61311667,113.75,227.5,yes
Dakshineswar,2023-05-21,19.518231,72.850182,26.1833333,6.65,7.80166667,204.481667,2.53333333,0.7728,2.33333333,68.3333333,yes
Dakshineswar,2023-05-22,8.682952,77.465075,24.3333333,7.55,7.59666667,86.2833333,1.74166667,0.09833333,44.75,102.5,yes
Dakshineswar,2023-05-23,28.831237,76.39556,24.7,7.49091,7.89091,372.455,1.1,1.38,27020,150630.0,yes
Dakshineswar,2023-05-24,30.968965,74.574748,23.0,7.0,7.0,283,2.0,3,105,600.0,yes
Dakshineswar,2023-05-25,10.51249,76.185619,28.0,5.9,5.9,245,1.65,235,940,,no
Dakshineswar,2023-05-26,9.498066,76.33884,26.125,5.9,6.725,476.5,1.95,0.2475,725,2425.0,yes
Dakshineswar,2023-05-27,8.4701411,76.9787076,26.5,5.1,5.1,156,1.73,80,175,,no
Dakshineswar,2023-05-28,18.585151,73.831801,25.0222222,2.06583333,7.65166667,605.066667,13.4333333,0.705,308.333333,1783.33333,yes
Dakshineswar,2023-05-29,31.960582,77.114009,10.0,9.0,8.0,102,0.3,0.4,153,954.0,yes
Dakshineswar,2023-05-30,21.077641,78.967711,20.0,7.9,7.9,1681,9.0,40,120,0.29,yes
Dakshineswar,2023-05-31,22.724402,88.32879,29.5,7.1,7.1,610,0.02,,,0.14,yes
Dakshineswar,2023-06-01,9.03559,76.63693,27.075,6.625,6.85,55.75,0.45,0.4,190,550.0,yes
Dakshineswar,2023-06-02,8.682232,76.819949,28.5,7.75,7.125,119.25,0.675,0.865,875,1725.0,yes
Dakshineswar,2023-06-03,11.4051576,76.6885526,18.9090909,4.80909091,7.57363636,407.272727,10.08,0.77790909,6148.18182,13350.9091,yes
Dakshineswar,2023-06-04,18.515704,73.842121,26.1666667,2.02571429,7.874,915.108333,16.6083333,0.68833333,345.416667,1800.0,yes
Dakshineswar,2023-06-05,10.901053,78.489401,27.8333333,7.575,7.83083333,670,0.8825,0.22683333,150.833333,305.0,yes
Dakshineswar,2023-06-06,11.422713,75.711707,26.0,5.625,7.3,1210,1.2,0.405,725,1650.0,yes
Dakshineswar,2023-06-07,24.7923214,93.9704357,24.0,6.0,8.1,466.35,16.13,,,27.5,no
Dakshineswar,2023-06-08,27.513952,76.685767,30.0,7.6,7.6,1380,0.23,3,5,0.91,yes
Dakshineswar,2023-06-09,23.988734,87.56971,26.5,6.7,6.7,283,2.53,,,0.4,yes
Dakshineswar,2023-06-10,25.326373,82.43194,27.5,7.1,7.1,312,0.0,,,,yes
Dakshineswar,2023-06-11,10.9459614,77.7125767,26.75,6.23333333,7.591,170.033333,1.82083333,0.23,132.5,276.666667,yes
Dakshineswar,2023-06-12,23.2392,87.8513,27.3,6.6,6.6,523,0.89,,8,0.3,yes
Dakshineswar,2023-06-13,23.2324214,87.8614792,26.7727,7.62727,7.65727,275.818,3.0,0.62682,1320,7070.0,yes
Dakshineswar,2023-06-14,,,25.0,7.5,7.5,437,1.49,15,50,0.07,yes
Dakshineswar,2023-06-15,24.1279467,88.6904272,28.1818,7.92727,7.74545,377.636,4.38182,0.44818,20118.2,32727.3,yes
Dakshineswar,2023-06-16,18.939821,72.835468,20.4166667,5.8775,8.10916667,564.666667,4.9875,1.431,34.25,110.0,no
Dakshineswar,2023-06-17,24.7000766,75.552632,26.7583,5.45,8.105,515,2.12083,0.42583,4.91667,107.25,no
Dakshineswar,2023-06-18,18.567826,73.811507,26.3636364,3.40545455,7.81363636,528.509091,10.5454545,0.49818182,240,1690.90909,yes
Dakshineswar,2023-06-19,31.36384,75.137025,16.0,7.0,7.0,310,1.0,2,180,650.0,yes
Dakshineswar,2023-06-20,8.424494,77.098174,27.25,7.625,7.225,59.25,0.55,0.6525,462.5,1162.5,yes
Dakshineswar,2023-06-21,19.162412,73.256884,25.9166667,6.975,7.84166667,122.564167,3.425,0.44476667,41.5833333,99.8333333,yes
Dakshineswar,2023-06-22,8.918216,76.574302,28.3,6.6,6.6,115,0.185,300,650,,yes
Dakshineswar,2023-06-23,12.30958,75.688443,24.5,6.94166667,7.45,59.3333333,1.0,0.142857143,1600,1600.0,yes
Dakshineswar,2023-06-24,27.513952,76.685767,32.0,7.8,7.8,1460,0.38,3,4,0.7,yes
Dakshineswar,2023-06-25,,,19.0,5.0,5.0,238,13.0,60,90,0.1,no
Dakshineswar,2023-06-26,9.318327,76.611085,27.75,6.95,6.575,49.75,0.575,0.75,295,577.5,yes
Dakshineswar,2023-06-27,23.9040878,87.524748,26.7273,7.625,7.81909,158.909,2.19091,0.17827,1442.1,4328.7,yes
Dakshineswar,2023-06-28,26.7271012,88.3952861,22.2727,8.06364,7.33636,87.7091,1.97273,0.26636,162818,585000.0,yes
Dakshineswar,2023-06-29,19.1826848,72.8594865,25.5833333,3.91666667,7.3625,570.833333,13.875,2.842445455,34.8333333,165.0,yes
Dakshineswar,2023-06-30,32.052833,76.634051,19.0,8.0,8.0,99,0.5,0.5,11,100.0,yes
Dakshineswar,2023-07-01,8.898039,76.860597,27.375,7.05,7.1,2104,0.575,0.64,337.5,625.0,yes
Dakshineswar,2023-07-02,26.4627955,86.1751759,25.0,6.8,7.8,212,2.9,1.38,1700,5000.0,yes
Dakshineswar,2023-07-03,28.354086,78.267548,18.5286,8.30571,7.55833,230.25,3.63333,0.23091,783.333,1713.33,yes
Dakshineswar,2023-07-04,26.1176941,91.6493531,28.125,5.525,7.325,249,4.6,0.1975,100,5243.333,yes
Dakshineswar,2023-07-05,10.057906,76.346362,27.375,5.18333333,6.79166667,61.0833333,1.75,0.33416667,1122.5,2650.0,yes
Dakshineswar,2023-07-06,27.9187665,95.7642171,22.0,7.375,7.45,144,1.25,0.1425,,452.5,yes
Dakshineswar,2023-07-07,25.7698722,73.3104419,26.0,8.1,8.1,8850,0.45,8,21,1.21,no
Dakshineswar,2023-07-08,21.0419208,75.0581942,28.3777778,6.16666667,7.60666667,510.333333,4.8,3.51411111,25.6,52.6,yes
Dakshineswar,2023-07-09,19.453808,73.354313,27.3636364,6.95833333,7.98333333,129.429167,3.45833333,0.49485,40.2727273,104.545455,yes
Dakshineswar,2023-07-10,32.026795,77.351106,7.0,9.0,8.0,65,0.1,0.3,27,217.0,yes
Dakshineswar,2023-07-11,26.3132396,89.4499521,26.7272727,9.00909091,7.44272727,,3.3,0.114,24290.9091,59363.6364,yes
Dakshineswar,2023-07-12,26.4278342,88.1266983,25.7273,1.6125,7.65182,4428.36,10.1511,0.16636,90363.6,167545.0,yes
Dakshineswar,2023-07-13,31.412255,76.852727,14.0,10.0,8.0,214,0.5,0.7,207,1606.0,yes
Dakshineswar,2023-07-14,22.7688201,75.907417,,8.6,7.61,219,1.3,0.034,,34.0,yes
Dakshineswar,2023-07-15,25.2627223,87.2366237,25.0,7.9,7.95667,344,2.82222,1.71167,5611.11,11422.2,yes
Dakshineswar,2023-07-16,15.41059,74.054326,27.8,7.1,5.86,92.94,1.84,0.282,9,131.0,no
Dakshineswar,2023-07-17,31.24879,77.089542,8.0,8.0,8.0,355,0.4,0.3,89,950.0,yes
Dakshineswar,2023-07-18,12.425476,76.572438,26.5833333,6.99166667,8.5,234.833333,1.0,0.31208333,1600,1600.0,no
Dakshineswar,2023-07-19,11.5823377,77.8421581,27.9166667,2.925,7.59083333,3412.58333,35.0166667,0.43158333,180666.667,306750.0,yes
Dakshineswar,2023-07-20,25.8629885,93.7536662,26.25,4.15,7.7875,172,0.8,,,,yes
Dakshineswar,2023-07-21,13.942976,75.581689,24.9166667,7.21083333,7.65,250.833333,2.1,1.013636364,47,218.333333,yes
Dakshineswar,2023-07-22,24.7000766,75.552632,27.5455,5.52909,8.16727,368.182,1.25636,0.23455,3.45455,10.1818,no
Dakshineswar,2023-07-23,27.789803,76.228125,28.0,8.0,8.0,1260,1.06,4,7,1.21,yes
Dakshineswar,2023-07-24,26.9350608,78.5420306,28.0909,6.87273,8.03636,1126.09,8.54545,1.38,223780,753800.0,no
Dakshineswar,2023-07-25,20.8678436,85.2774207,27.4166667,7.70833333,7.91916667,166.083333,1.98333333,0.60085304,5641.66667,11075.0,yes
Dakshineswar,2023-07-26,21.7468548,74.123996,25.3333333,6.40833333,7.5775,359,4.125,1.907225,15.75,55.1666667,yes
Dakshineswar,2023-07-27,12.046576,75.265186,28.75,4.025,7.0,19278.75,0.9,0.025,98,232.75,yes
Dakshineswar,2023-07-28,20.371237,72.90634,29.0,8.2,8.2,,0.19,,,,no
Dakshineswar,2023-07-29,26.539345,80.48782,,7.2,7.2,2605,10.3,2,1751,2.45,yes
Dakshineswar,2023-07-30,24.7742245,93.9337378,24.0,5.5,7.575,298,2.0,,,32.5,yes
Dakshineswar,2023-07-31,26.3463713,92.6840426,27.0,7.266667,6.466667,85,1.5,0.103333,455,1000.5,no
Dakshineswar,2023-08-01,25.317645,82.973914,22.8333,7.06667,7.97667,272,8.0,1.71167,40000,58000.0,yes
Dakshineswar,2023-08-02,20.947311,77.708006,21.0,7.6,7.6,492,6.84,26,120,0.38,yes
Dakshineswar,2023-08-03,15.286089,74.07692,29.3333333,6.6,6.96333333,58.7533333,1.13333333,0.27333333,7.5,113.333333,yes
Dakshineswar,2023-08-04,17.118387,76.97759,26.8,6.56,8.07,681,2.287,1.498,2100,4600.0,no
Dakshineswar,2023-08-05,34.074962,74.80899,9.0,8.0,8.0,184,4.0,1,,,yes
Dakshineswar,2023-08-06,20.490738,78.478036,19.0,7.5,7.5,648,2.18,18,77,0.22,yes
Dakshineswar,2023-08-07,19.1369759,72.9357784,25.5,5.9,7.67333333,313.25,6.52916667,1.508827273,21.4166667,76.5833333,yes
Dakshineswar,2023-08-08,11.237594,75.78738,25.5,3.95,7.5,25964.25,1.05,0.7625,945,1587.5,yes
Dakshineswar,2023-08-09,9.009768,76.92973,26.6,5.4,5.4,337,5.3,285,500,,no
Dakshineswar,2023-08-10,31.79903,78.64342,5.0,8.0,8.0,197,0.2,0.1,39,252.0,yes
Dakshineswar,2023-08-11,26.952338,75.869942,28.5,7.3,7.3,2450,0.23,4,6,0.51,yes
Dakshineswar,2023-08-12,23.5003515,91.3167995,28.9,6.36,8.036,203.2,3.008,0.406,436,528.0,no
Dakshineswar,2023-08-13,26.4918891,89.5271026,26.1,7.4,7.167,139,2.678,0.193,72200,102100.0,yes
Dakshineswar,2023-08-14,11.4466642,77.6943353,26.8333333,6.35833333,7.78416667,431.25,1.3225,0.25441667,178.333333,348.333333,yes
Dakshineswar,2023-08-15,26.1981113,73.0047082,24.1,7.7,7.7,18300,0.38,4,11,2.12,yes
Dakshineswar,2023-08-16,16.709001,74.456081,26.4444444,6.35,7.512,298.13,2.62,1.265,4,120.0,yes
Dakshineswar,2023-08-17,15.654416,74.498003,26.0,6.8,7.66,202.5,1.42833333,3.67916667,530,1207.5,yes
Dakshineswar,2023-08-18,28.208822,76.8446,30.5,8.2,8.2,1710,0.55,3,6,0.42,no
Dakshineswar,2023-08-19,11.3590264,77.718739,26.9166667,6.91666667,7.77083333,398.75,1.8525,0.2125,169.166667,351.666667,yes
Dakshineswar,2023-08-20,19.9974533,73.7898023,25.0,6.5,7.515,201.03,4.18,1.273703,11.1,33.6,yes
Dakshineswar,2023-08-21,21.8457287,70.6975175,26.0,7.70909091,8.09090909,403,3.1,0.05381818,4.1,16.1818182,no
Dakshineswar,2023-08-22,22.490165,88.347437,27.5,5.9,5.9,317,6.28,,,0.2,no
Dakshineswar,2023-08-23,14.808749,78.573729,26.5,6.4,7.675,751.3,2.79,2.73,620,1119.0,yes
Dakshineswar,2023-08-24,10.308027,76.333678,26.625,6.48333333,6.89166667,100.833333,1.30833333,0.47,468.333333,1126.66667,yes
Dakshineswar,2023-08-25,,,27.5,4.328,7.93,600.86,7.77,0.529,207.5,1540.0,yes
Dakshineswar,2023-08-26,20.881795,70.413978,26.75,6.15,8.3675,2670,1.3225,0.235,,,no
Dakshineswar,2023-08-27,11.699105,78.163524,30.0,2.5,7.31833333,1761.41667,139.75,0.3995,278416.667,472250.0,yes
Dakshineswar,2023-08-28,25.385014,82.853966,22.75,5.5,8.42,287,23.0,,74500,102000.0,no
Dakshineswar,2023-08-29,23.5251102,77.8081363,35.5,7.22,7.928,643.4,3.34,4.366,12.25,934.0,yes
Dakshineswar,2023-08-30,20.462521,85.88299,28.5,8.1,8.1,312,5.86,2,3,0.18,no
Dakshineswar,2023-08-31,17.9689008,79.5940544,30.5,6.99,7.918,491.75,4.24444444,2.996,543,1160.0,yes
Dakshineswar,2023-09-01,26.235353,73.009632,28.0,7.7,7.7,11650,0.19,6,17,1.4,yes
Dakshineswar,2023-09-02,31.708165,76.931367,16.0,9.0,8.0,117,0.2,0.5,100,722.0,yes
Dakshineswar,2023-09-03,31.044559,76.70479,20.0,8.0,8.0,364,2.1,1.3,26,69.0,yes
Dakshineswar,2023-09-04,23.3784241,85.8614181,23.075,7.49166667,7.025,,2.54166667,,280,1500.0,yes
Dakshineswar,2023-09-05,25.172748,83.619453,23.0,7.2,7.2,795,,,11,0.8,yes
Dakshineswar,2023-09-06,11.600496,75.585002,24.25,7.1,6.975,27,0.425,0.106666667,72.5,217.5,yes
Dakshineswar,2023-09-07,,,13.0,7.8,7.8,435,,,,0.27,yes
Dakshineswar,2023-09-08,21.2513844,81.6296413,29.5,8.1,7.7,344,,1.4,,84.5,yes
Dakshineswar,2023-09-09,,,21.0,7.8,7.8,484,3.52,8,21,0.09,yes
Dakshineswar,2023-09-10,26.887893,75.811484,11.0,9.0,8.0,96,0.2,0.3,58,653.0,yes
Dakshineswar,2023-09-11,16.212145,76.334784,29.2272727,6.63636364,8.06181818,,1.17272727,0.21190909,191.818182,458.181818,no
Dakshineswar,2023-09-12,25.0746938,73.8860099,24.0,6.0,8.0,712,1.0,1,4,13.0,yes
Dakshineswar,2023-09-13,19.096209,72.868764,27.0,3.2375,7.43636364,28018.0818,46.0,1.67019091,908.181818,1163.63636,yes
Dakshineswar,2023-09-14,22.576524,88.479634,28.8,7.9,7.9,1381,0.28,,,0.51,yes
Dakshineswar,2023-09-15,19.057256,74.738096,,7.5,7.5,1061,0.88,-,-,0.47,yes
Dakshineswar,2023-09-16,30.8919211,77.2103359,22.7273,7.96364,8.19,268.736,0.74545,0.79473,24,51.0,no
Dakshineswar,2023-09-17,15.359493,76.513184,26.0666667,7.1825,7.68583333,258.363636,2.03333333,0.993636364,283.333333,924.166667,yes
Dakshineswar,2023-09-18,25.1963,83.853929,23.0,8.0,8.0,409,,,7,0.6,yes
Dakshineswar,2023-09-19,25.010841,88.141097,26.0,7.3,7.3,624,1.46,,,0.08,yes
Dakshineswar,2023-09-20,19.697587,72.85074,27.5,7.08,8.3,227.16,3.19,0.48241,66.5,123.5,no
Dakshineswar,2023-09-21,10.06975,76.302937,27.4583333,5.58333333,6.85,942.75,1.53333333,0.40333333,655,1925.0,yes
Dakshineswar,2023-09-22,17.011449,76.776932,28.6363636,6.56363636,8.21909091,997.272727,2.23363636,0.70545455,3840.90909,6181.81818,no
Dakshineswar,2023-09-23,27.3389356,88.6065035,,23.08333,6.233333,256,3.308333,2.366667,36.83333,131.6667,no
Dakshineswar,2023-09-24,21.0971034,81.0302222,22.8333333,7.54166667,7.53333333,319.833333,1.52222222,0.48866667,270,657.5,yes
Dakshineswar,2023-09-25,18.029637,73.318825,26.7,6.33333333,7.89583333,325.660833,2.46666667,2.32475,2.16666667,70.8333333,yes
Dakshineswar,2023-09-26,,,22.5,7.9,7.9,742,1.04,7,17,0.06,yes
Dakshineswar,2023-09-27,26.605735,80.269765,25.8333,6.925,7.98917,380.914,8.35,2.76817,38941.7,151333.0,yes
Dakshineswar,2023-09-28,22.383359,87.283592,29.0,6.6,6.6,123,0.13,,,0.08,yes
Dakshineswar,2023-09-29,20.5230393,72.9593586,27.5454545,7.73636364,8.26818182,348.090909,3.23636364,0.05090909,3.81818182,14.1818182,no
Dakshineswar,2023-09-30,28.993082,77.015073,24.45,6.91,7.9,438.2,2.3,1.38,69933.3,266611.0,yes
Dakshineswar,2023-10-01,22.657402,88.867177,29.5,8.2,8.2,2140,0.04,,1,0.03,no
Dakshineswar,2023-10-02,10.5082216,77.2286601,27.5,5.8,7.88333333,289.5,1.19083333,0.18916667,134.166667,288.333333,yes
Dakshineswar,2023-10-03,,,27.3,7.8,7.8,89,,,,,yes
Dakshineswar,2023-10-04,21.2275312,79.1900834,22.1818182,5.53545455,7.85363636,740.272727,5.37545455,1.65963636,89,183.636364,yes
